,Drug_ID,Smiles,Selfies,MolLogP,MolWt,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,TPSA,RingCount,NHOHCount,NOCount,HeavyAtomCount,NumValenceElectrons
338,CHEMBL2103873,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,[C][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][C][=N][C][Branch1][S][O][C][C][O][C][=N][C][=C][Branch1][C][Br][C][=N][Ring1][#Branch1][=C][Ring1][P][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],3.573,588.282,8,2,13,11,128.22,3,2,10,32,170
339,CHEMBL22242,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,[C][C][N][C][C][C][C@H1][Ring1][Branch1][C][N][C][=Branch1][C][=O][C][=C][Branch1][Ring1][O][C][C][=C][C][Branch1][C][Br][=C][Ring1][=Branch2][O][C],2.68,371.275,4,1,6,6,50.8,2,1,5,22,122
340,CHEMBL2105760,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,[O][=C][C][=C][C][=C][C][=C][Branch2][Ring1][=N][O][C][C][C][C][N][C][C][N][Branch1][=C][C][=C][C][=C][C][S][C][=C][C][Ring1][=Branch2][=Ring1][Branch1][C][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch2][NH1][Ring2][Ring1][=C],4.724,433.577,5,1,6,7,48.57,5,1,5,31,160
341,CHEMBL594,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,[C][C][O][C][C][N][C][Branch1][=N][N][C][C][C][N][Branch1][C][C][C][C][Ring1][Branch2][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][P],2.215,302.422,5,0,5,5,33.53,3,0,5,22,120
342,CHEMBL2178422,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,[N][C@@H1][C][=C][C][=C][N][=C][Ring1][=Branch1][C@H1][Branch2][Ring1][S][O][C][=Branch1][C][=O][N][C][C][C][Branch1][P][N][C][=Branch1][C][=O][NH1][C][=N][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][C][Ring1][S][C][C][C@H1][Ring2][Ring1][=C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][F],4.49,534.567,7,2,11,3,119.13,6,3,9,39,202
343,CHEMBL1200705,Br.CC(N)Cc1ccc(O)cc1,[Br].[C][C][Branch1][C][N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],1.86,232.121,2,2,3,2,46.25,1,3,2,12,68
344,CHEMBL429,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,[C][C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][=Branch1][C][Branch1][C][N][=O][=C][Ring1][#Branch2],2.135,328.412,4,4,5,8,95.58,2,5,5,24,128
345,CHEMBL1201284,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,[C][C@@H1][Branch2][Ring1][#Branch1][N][C][C][C][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],6.142,357.419,1,1,4,6,12.03,3,1,1,26,136
346,CHEMBL1472,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,[N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][N][C][=Branch1][C][=O][C@@H1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch1],-1.808,362.39,5,4,10,6,150.28,3,5,10,26,140
347,CHEMBL547,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,[C][C][=C][Branch2][Ring1][Ring2][/C][=C][/C][Branch1][C][C][=C][/C][=C][/C][Branch1][C][C][=C][\C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][C][Ring2][Ring1][Branch1],5.603,300.442,1,1,2,5,37.3,1,1,2,22,120
348,CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][Branch1][N][C][Branch1][C][O][=C][Ring1][Branch2][C][Ring1][=N][=O][C][C@@][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C][C@@H1][Ring1][S][O][C@H1][C][C@H1][Branch1][C][N][C@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][=Branch2],0.001,543.525,12,6,12,5,206.07,5,7,12,39,208
349,CHEMBL1713,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,[C][N][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][#C].[Cl],5.316,355.334,3,0,5,4,6.48,3,0,2,22,118
350,CHEMBL1951071,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.O=C(O)C(O)C(O)C(=O)O,[C][O][C][=C][C][=C][Branch2][Ring1][N][C][C@@H1][Branch1][C][C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring2][N][C][=O][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][#Branch1].[O][=C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][=Branch1][C][=O][O],0.101,494.497,9,8,12,12,205.88,2,8,12,35,192
351,CHEMBL1685,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,[C][C@@][C][C][C][C][C][C@@H1][Branch1][#C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Ring1][#C][C@@H1][Ring1][S][N],3.114,245.366,2,2,2,0,46.25,3,3,2,18,98
352,CHEMBL278623,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,[C][C][Branch1][C][C][Branch1][C][N][C][=Branch1][C][=O][N][C@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=O],1.845,474.565,4,6,9,10,144.9,4,7,9,35,182
353,CHEMBL566315,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O,[C][C][C@@H1][C@@H1][C][C@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][C][C][C@@][Branch1][C][C][C@@H1][Branch1][P][C][C][C@@H1][Ring1][=Branch1][C@H1][Branch1][C][C][C][C][C][=Branch1][C][=O][O][C@@H1][Ring1][P][C@@H1][Ring2][Ring1][O][O],5.114,420.634,3,3,4,5,77.76,4,3,4,30,172
354,CHEMBL1256786,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][N][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring2][N][C][=O][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][#Branch1],2.223,344.411,5,4,6,9,90.82,2,4,6,25,134
355,CHEMBL2159122,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O,[C][O][C][=C][C][=C][Branch2][Branch1][#Branch1][C][N][Branch2][Ring1][=N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][=C][Branch1][C][C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Ring1][#Branch2][C][C@@H1][Branch1][C][C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][NH1][Ring1][O][C][=C][Ring2][Ring2][Branch1][C][=Branch1][C][=O][O],4.159,569.662,6,4,10,11,164.63,4,6,10,42,218
356,CHEMBL607,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,[C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][N][Branch1][C][C][C][C][Ring1][=N],2.213,247.338,3,0,3,3,29.54,2,0,3,18,98
357,CHEMBL1201199,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,[C][C][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C@@H1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch1],-1.228,1209.421,14,16,28,32,429.04,6,17,28,87,472
358,CHEMBL90593,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,[C][C@][C][C][C@H1][C@@H1][Branch1][P][C][C][=C][C][C@@H1][Branch1][C][O][C][C][C@@][Ring1][#Branch1][Ring1][O][C][C@@H1][Ring1][S][C][C][C][Ring2][Ring1][Ring1][=O],3.879,288.431,2,1,2,0,37.3,4,1,2,21,116
359,CHEMBL698,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,[C][C][C][C][N][C][=C][C][=C][Branch1][=N][C][=Branch1][C][=O][O][C][C][N][Branch1][C][C][C][C][=C][Ring1][=C],2.617,264.369,4,1,4,8,41.57,1,1,4,19,106
360,CHEMBL58,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,[O][=C][C][=C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][C][=C][Branch1][Branch2][N][C][C][N][C][C][O][C][=C][C][Branch1][Branch2][N][C][C][N][C][C][O][=C][Ring2][Ring1][Ring2][Ring2][Ring1][#C],-0.139,444.488,10,8,10,12,163.18,3,8,10,32,172
361,CHEMBL965,C[N+](C)(C)CCOC(N)=O,[C][N+1][Branch1][C][C][Branch1][C][C][C][C][O][C][Branch1][C][N][=O],-0.212,147.198,2,1,4,3,52.32,0,2,4,10,60
362,CHEMBL119443,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,[C][C@@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@@H1][C][=C][C][=C][C][=C][C][NH1][C][=C][Branch1][=Branch1][C][Ring1][=Branch2][=Ring1][Branch1][C][C@H1][Ring1][N][N][Branch1][C][C][C][Ring1][P],1.535,325.412,3,3,5,3,68.36,4,3,5,24,126
363,CHEMBL1429,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,[N][=C][Branch1][C][N][N][C][C][C][C@@H1][Branch2][#Branch1][P][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][C][S][S][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][Ring2][Ring2][P][C][=Branch1][C][=O][N][C][C][Branch1][C][N][=O],-4.132,1069.238,15,14,28,19,435.41,4,18,26,74,402
364,CHEMBL1334033,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1.O=C(O)/C=C\C(=O)O,[C][C][C][C][Branch2][Ring1][Branch1][C][Branch1][#Branch2][C][C][C][C][C][C][N][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring2].[O][=C][Branch1][C][O][/C][=C][\C][=Branch1][C][=O][O],5.007,393.568,3,3,5,6,86.63,3,3,5,28,160
365,CHEMBL1200596,Oc1c(Cl)cc(Cl)c2cccnc12,[O][C][=C][Branch1][C][Cl][C][=C][Branch1][C][Cl][C][=C][C][=C][N][=C][Ring1][N][Ring1][=Branch1],3.247,214.051,2,1,4,0,33.12,2,1,2,13,66
366,CHEMBL2443262,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,[C][O][C][C][=C][S][C][=Ring1][Branch1][C][N][C][C][C@@][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][C][C][O][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][Ring1][S],4.693,386.561,5,1,5,7,43.38,4,1,4,27,146
367,CHEMBL428880,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,[O][=C][Branch1][C][O][C][=C][C][=Branch1][C][=O][C][=C][Branch2][Ring1][P][O][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][=Branch1][C][=O][C][Ring1][=C][=Ring1][#Branch2][C][=C][C][=C][Ring2][Ring1][#Branch2][O][Ring2][Ring1][#C],2.115,468.37,9,3,11,8,173.71,4,3,11,34,174
368,CHEMBL1224,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,[C][C][=C][C][=C][Branch2][Ring1][=C][/C][=Branch1][#Branch2][=C][\C][N][C][C][C][C][Ring1][Branch1][C][=C][C][=C][C][Branch1][Branch2][/C][=C][/C][=Branch1][C][=O][O][=N][Ring1][O][C][=C][Ring2][Ring1][=Branch2],4.015,348.446,3,1,4,6,53.43,3,1,4,26,134
369,CHEMBL839,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][N][Ring1][#Branch1],1.699,292.379,4,3,5,5,70.59,2,3,5,21,116
370,CHEMBL1755,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,[C][C][=N][C][=C][Branch1][Ring2][NH1][Ring1][Branch1][C][C][N][Branch2][Ring2][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring2][Ring1],6.507,498.586,3,2,6,4,78.09,6,2,6,38,186
371,CHEMBL573,O=C(O)c1cccnc1,[O][=C][Branch1][C][O][C][=C][C][=C][N][=C][Ring1][=Branch1],0.78,123.111,2,1,3,1,50.19,1,1,3,9,46
372,CHEMBL770,c1ccc(CC2=NCCN2)cc1,[C][=C][C][=C][Branch1][=Branch2][C][C][=N][C][C][N][Ring1][Branch1][C][=C][Ring1][N],1.231,160.22,2,1,2,2,24.39,2,1,2,12,62
373,CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][C][O][=C][Ring1][=Branch2],1.306,239.315,4,4,4,4,72.72,1,4,4,17,96
374,CHEMBL1471,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,[C][C@@H1][Branch2][Ring2][C][O][C@H1][O][C][C][N][Branch1][N][C][C][=N][NH1][C][=Branch1][C][=O][NH1][Ring1][=Branch1][C@H1][Ring1][=N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][=C],4.952,534.432,5,2,14,6,83.24,4,2,7,37,200
375,CHEMBL1241,CN(C)CCN(Cc1ccccc1)c1ccccn1,[C][N][Branch1][C][C][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1],2.65,255.365,3,0,3,6,19.37,2,0,3,19,100
376,CHEMBL1290,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,[C][C][Branch1][C][C][Branch1][C][C][N][C][C@H1][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][Ring1][Branch1],3.472,291.435,3,2,3,6,41.49,2,2,3,21,118
377,CHEMBL1800159,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,[C][O][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Branch1][Branch2][C][S][C][=C][Branch1][#Branch2][C][=Ring1][Branch1][C][N][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][N][=N][Ring1][Branch2][C][=Branch1][C][=O][N][Ring2][Ring1][Branch1][C][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][F][C][=C][Ring2][Ring2][=Branch1],3.751,623.642,11,2,15,9,132.61,5,2,12,44,228
378,CHEMBL1069,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,[C][C][C][C][C][=Branch1][C][=O][N][Branch2][Ring1][O][C][C][=C][C][=C][Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][N][=N][NH1][Ring1][Branch1][C][=C][Ring1][P][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][C],4.162,435.528,5,2,8,10,112.07,3,2,8,32,168
379,CHEMBL237500,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,[C][C][#C][C][N][C][Branch1][N][N][C][C][C][C@@H1][Branch1][C][N][C][Ring1][#Branch1][=N][C][=C][Ring1][N][C][=Branch1][C][=O][N][Branch2][Ring1][Ring1][C][C][=N][C][Branch1][C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][O][C][=Branch1][C][=O][N][Ring2][Ring1][Ring2][C],1.147,472.553,10,1,10,4,116.86,5,2,10,35,180
380,CHEMBL1254682,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,[C][=C][C][N][C][C][C@][C][C][C][C][C@H1][Ring1][=Branch1][C@H1][Ring1][#Branch2][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Ring1][#C],3.637,283.415,2,1,2,2,23.47,4,1,2,21,112
381,CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,[O][=C][Branch1][C][O][C][=C][N][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][=C][C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][=C][Branch1][C][F][C][=C][Ring1][=N][C][Ring2][Ring1][Ring2][=O],1.583,331.347,5,2,7,3,74.57,4,2,6,24,126
382,CHEMBL497,Oc1c(I)cc(Cl)c2cccnc12,[O][C][=C][Branch1][C][I][C][=C][Branch1][C][Cl][C][=C][C][=C][N][=C][Ring1][N][Ring1][=Branch1],3.198,305.502,2,1,4,0,33.12,2,1,2,13,66
383,CHEMBL1184,CC(=O)OCC[N+](C)(C)C.[Cl-],[C][C][=Branch1][C][=O][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C].[Cl-1],-2.74,181.663,2,0,4,3,26.3,0,0,3,11,68
384,CHEMBL1200843,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,[C][C][C@@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@@H1][C][=C][C][=C][C][=C][C][NH1][C][=C][Branch1][=Branch1][C][Ring1][=Branch2][=Ring1][Branch1][C][C@H1][Ring1][N][N][Branch1][C][C][C][Ring1][P].[O][=C][Branch1][C][O][/C][=C][\C][=Branch1][C][=O][O],1.636,455.511,5,5,9,6,142.96,4,5,9,33,176
385,CHEMBL465,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,[C][C][C][C][C][C][=C][C][Branch1][C][O][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][O][C][Branch1][C][C][Branch1][C][C][C@@H1][C][C][C][Branch1][C][C][=C][C@@H1][Ring1][=C][Ring1][#Branch1],5.736,314.469,2,1,2,4,29.46,3,1,2,23,126
386,CHEMBL3545367,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,[C][C][=N][C][=C][Branch2][Ring2][Branch1][O][C][C@@][Branch1][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C@H1][Ring1][#Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=N][Ring1][#Branch1][C][Branch1][C][C][=N][Ring2][Ring1][=N],3.742,410.424,5,1,8,6,77.0,4,1,6,30,154
387,CHEMBL13,COCCc1ccc(OCC(O)CNC(C)C)cc1,[C][O][C][C][C][=C][C][=C][Branch1][=C][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][C][C][=C][Ring1][#C],1.613,267.369,4,2,4,9,50.72,1,2,4,19,108
388,CHEMBL1201201,CN[C@@H](C)Cc1ccccc1,[C][N][C@@H1][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1.837,149.237,1,1,1,3,12.03,1,1,1,11,60
389,CHEMBL1616,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl,[C][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Ring1][#Branch2][C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][Ring1][N].[Cl],3.272,303.789,3,2,4,0,43.7,4,2,3,21,110
390,CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,[C][C][Branch1][C][C][Branch1][C][C][N][C][C@H1][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][Ring1][=Branch1][=O],2.333,291.391,4,2,4,5,58.56,2,2,4,21,116
391,CHEMBL111,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,[C][C][C][Branch1][=C][C][=Branch1][C][=O][N][N][C][C][C][C][C][Ring1][=Branch1][=N][N][Branch1][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][=Ring2][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],5.939,463.796,4,1,8,4,50.16,4,1,5,30,156
392,CHEMBL588,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,[O][C][=C][C][=C][Branch2][Ring1][#Branch1][C][C][N][C][C][C][=C][Ring1][#Branch1][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][Cl][C][=C][Ring2][Ring1][Ring2],2.734,305.761,4,4,5,1,72.72,3,4,4,21,110
393,CHEMBL1558,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl,[C][O][C][=C][C][=N][C][Branch2][Ring1][=Branch1][N][C][C][N][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][C][C][Ring1][=N][=N][C][Branch1][C][N][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][Branch2][O][C].[Cl],2.206,419.869,8,1,10,4,106.95,4,2,9,29,154
394,CHEMBL1006,NCCCNCCSP(=O)(O)O,[N][C][C][C][N][C][C][S][P][=Branch1][C][=O][Branch1][C][O][O],-0.249,214.227,4,4,7,7,95.58,0,5,5,12,74
395,CHEMBL1079,Clc1ccc2nsnc2c1NC1=NCCN1,[Cl][C][C][=C][C][=N][S][N][=C][Ring1][Branch1][C][=Ring1][=Branch2][N][C][=N][C][C][N][Ring1][Branch1],1.716,253.718,6,2,7,1,62.2,3,2,5,16,82
396,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,[C][C][=C][C][=C][Branch2][Ring1][N][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=N][C][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring1][=C][C][=C][Ring2][Ring1][#Branch1][N][C][=N][C][=C][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=N][Ring1][N],4.59,493.615,7,2,8,7,86.28,5,2,8,37,188
397,CHEMBL24441,CNCCc1ccccn1,[C][N][C][C][C][=C][C][=C][C][=N][Ring1][=Branch1],0.843,136.198,2,1,2,3,24.92,1,1,2,10,54
398,CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,[C][N][C][=Branch1][#Branch1][=C][N+1][=Branch1][C][=O][O-1][N][C][C][S][C][C][=C][C][=C][Branch1][#Branch1][C][N][Branch1][C][C][C][O][Ring1][=Branch2],1.459,314.411,7,2,8,10,83.58,1,2,7,21,118
